Cas;ID;Admission;Séjour / Congé;Fugue;Provenance;Date de début;Année de début;Séjour;Date de fin;Durée;Date majorité;Destination;Motifs de placement
380;dSWmeeZirQY;;;Fugue 3;;25.02.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;22.03.2019;26;43915;;
380;dSWmeeZirQY;;Congé 1;;;21.03.2019;2019;;24.01.2020;310;43915;Eltern / Familie;
380;dSWmeeZirQY;;;Fugue 4;;04.03.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;09.03.2020;5;43915;;
381;XZx1x0AA2SQ;Admission 1;;;Heimstruktur AEF LUX;09.01.2019;2019;;11.03.2020;428;44160;"Psychiatrische Einrichtung LUX
"; 
381;XZx1x0AA2SQ;;Séjour 1;;Heimstruktur AEF LUX;09.01.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;23.05.2019;135;44160;;
381;XZx1x0AA2SQ;;;Fugue 1;;14.01.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;18.01.2019;5;44160;;
381;XZx1x0AA2SQ;;;Fugue 2;;22.01.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;23.01.2019;2;44160;;
381;XZx1x0AA2SQ;;;Fugue 3;;03.02.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;06.02.2019;3;44160;;
381;XZx1x0AA2SQ;;;Fugue 4;;07.02.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;28.05.2019;110;44160;;
381;XZx1x0AA2SQ;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;23.05.2019;2019;;10.03.2020;293;44160;Eltern / Familie;
381;XZx1x0AA2SQ;;;Fugue 5;;09.03.2020;2020;;17.03.2020;8;44160;;
382;cQff2xZL24c;Admission 1;;;Eltern / Familie;12.01.2019;2019;;30.06.2022;1266;44129;majorité; 
382;cQff2xZL24c;;Séjour 1;;Eltern / Familie;12.01.2019;2019;CSEE_Y Studio;23.08.2020;590;44129;;
